E0_band10,E0_band11
1266.165583728220,1249.907486578300
1266.163622914550,1249.913737719410
1266.161664119230,1249.920050462530
1266.159704109430,1249.926402765540
1266.157745728070,1249.932825301100
1266.155786514070,1249.939283413630
1266.153828374070,1249.945808440900
1266.151871093550,1249.952372560170
1266.149914604960,1249.959007857250
1266.147959332480,1249.965678165560
1266.146005858520,1249.972414417580
1266.144053959640,1249.979195332260
1266.142103103620,1249.986038288360
1266.140155508140,1249.992925792980
1266.138208668080,1249.999870806370
1266.136265440700,1250.006869096020
1266.134322704640,1250.013920619480
1266.132384389350,1250.021025473920
1266.130447166530,1250.028179857820
1266.128515550320,1250.035396348100
1266.126584593420,1250.042657577720
1266.124659093890,1250.049980881730
1266.122735852610,1250.057348794790
1266.120817657020,1250.064778281640
1266.118902184210,1250.072249152300
1266.116992149630,1250.079790083030
1266.115085253320,1250.087368002570
1266.113183543130,1250.095015646490
1266.111286640870,1250.102700642210
1266.109394444350,1250.110451065010
1266.107507459070,1250.118247103360
1266.105625090780,1250.126105288490
1266.103748823290,1250.134008638760
1266.101878180610,1250.141969660580
1266.100014704750,1250.149984171580
1266.098155696920,1250.158052075830
1266.096305440960,1250.166173453760
1266.094459476050,1250.174347851970
1266.092622807040,1250.182575702710
1266.090790723340,1250.190853398620
1266.088968301630,1250.199192222850
1266.087150943500,1250.207576742010
1266.085343065390,1250.216022177560
1266.083541887180,1250.224509779640
1266.081749913670,1250.233065411130
1266.079965143540,1250.241659763600
1266.078189597820,1250.250323104920
1266.076422835850,1250.259024107550
1266.074665135060,1250.267789934260
1266.072916659530,1250.276601317590
1266.071177396700,1250.285472839580
1266.069447802060,1250.294390380850
1266.067727443070,1250.303368511830
1266.066018356200,1250.312392423470
1266.064318391580,1250.321472936710
1266.062630114910,1250.330606466910
1266.060950896840,1250.339792867280
1266.059285074560,1250.349032206690
1266.057628083540,1250.358320156980
1266.055984282560,1250.367666126480
1266.054350432020,1250.377060876810
1266.052729550540,1250.386515697500
1266.051120121170,1250.396015743220
1266.049524442960,1250.405575250350
1266.047940234280,1250.415177277380
1266.046369983880,1250.424845764670
1266.044811695010,1250.434552958200
1266.043267251390,1250.444326155350
1266.041736383730,1250.454138308230
1266.040218958850,1250.464012720870
1266.038715587350,1250.473932899540
1266.037226231770,1250.483912702610
1266.035752540450,1250.493937655410
1266.034292514800,1250.504018175670
1266.032848782280,1250.514150782430
1266.031418333910,1250.524334960620
1266.030005832280,1250.534571106510
1266.028606576960,1250.544859365750
1266.027225679170,1250.555199467960
1266.025858590250,1250.565588046390
1266.024510286430,1250.576034694670
1266.023176342650,1250.586526600290
1266.021860825120,1250.597076268560
1266.020561511270,1250.607668243580
1266.019279857500,1250.618324915040
1266.018015410450,1250.629019772540
1266.016769700970,1250.639778959680
1266.015542190020,1250.650576422380
1266.014333157410,1250.661434570660
1266.013142824150,1250.672337517230
1266.011971519900,1250.683297102050
1266.010819417380,1250.694301840350
1266.009686077660,1250.705363539640
1266.008573671260,1250.716470099650
1266.007479940260,1250.727630244760
1266.006407617730,1250.738841061520
1266.005353913420,1250.750102334410
1266.004323422020,1250.761414129910
1266.003311365540,1250.772773834480
1266.002323168090,1250.784189960840
1266.001353772180,1250.795650300840
1266.000408340710,1250.807166786710
1265.999483379430,1250.818727273720
1265.998581881650,1250.830343266730
1265.997701536210,1250.842001119490
1265.996845183640,1250.853720032400
1265.996010538050,1250.865477654510
1265.953270204660,1251.150961819930
1265.939202506220,1251.243183954550
1265.939212473660,1251.242637310450
1265.939222493490,1251.242090740920
1265.939232565700,1251.241544245950
1265.939242690260,1251.240997825560
1265.939252867170,1251.240451479760
1265.939263096380,1251.239905208540
1265.939273377900,1251.239359011930
1265.939283711690,1251.238812889920
1265.939294097760,1251.238266842520
1265.939304536060,1251.237720869750
1265.939315026590,1251.237174971600
1265.939325569330,1251.236629148100
1265.939336164250,1251.236083399230
1265.939346811350,1251.235537725020
1265.939357510610,1251.234992125460
1265.939368261990,1251.234443405630
1265.939379065490,1251.233894763110
1265.939389921080,1251.233349391080
1265.939400828760,1251.232804093730
1265.939411788490,1251.232258871070
1265.939422800260,1251.231713723110
1265.939433864060,1251.231168649850
1265.939444979860,1251.230623651300
1265.939456147650,1251.230078727480
1265.939466347010,1251.229533878380
1265.939474558860,1251.228989104010
1265.939485884650,1251.228444404380
1265.939497262350,1251.227899779510
1265.939508691930,1251.227355229390
1265.939520173380,1251.226810754030
1265.939531706680,1251.226266353450
1265.939543291820,1251.225722027660
1265.939554928770,1251.225177776640
1265.939566617520,1251.224633600420
1265.939578358040,1251.224089499010
1265.939590150330,1251.223545472400
1265.939601994350,1251.223001520620
1265.939613890100,1251.222457643660
1265.939625837540,1251.221913841530
1265.939637836680,1251.221370114250
1265.939649887470,1251.220826461810
1265.939661989920,1251.220282884230
1265.939674144000,1251.219739381510
1265.939686349690,1251.219195953670
1265.939698606970,1251.218652600710
1265.939710915820,1251.218109322630
1265.939723276230,1251.217566119450
1265.939735688180,1251.217022991170
1265.939748151640,1251.216479937790
1265.939760666610,1251.215936959340
1265.939773233050,1251.215394055820
1265.939785850960,1251.214851227220
1265.939798520310,1251.214308473570
1265.939811241100,1251.213765794860
1265.939824013280,1251.213223191110
1265.939836836850,1251.212680662330
1265.939849711790,1251.212138208510
1265.939862638090,1251.211595829670
1265.939875615720,1251.211053525830
1265.939888644660,1251.210511296970
1265.939901724900,1251.209969143120
1265.939914856420,1251.209427064280
1265.939928039190,1251.208885060460
1265.939941273210,1251.208343131660
1265.939954558450,1251.207801277880
1265.939967894890,1251.207259499160
1265.939981282520,1251.206717795490
1265.939994721310,1251.206176166860
1265.940008211250,1251.205627331640
1265.940021752320,1251.205085856440
1265.940035344500,1251.204544456300
1265.940048987780,1251.204003131250
1265.940062682120,1251.203461881290
1265.940076427520,1251.202920706410
1265.940090223960,1251.202379606640
1265.940104071420,1251.201838581970
1265.940117969880,1251.201297632430
1265.940129199060,1251.200756758000
1265.940142294550,1251.200215958710
1265.940156347980,1251.199675234550
1265.940170452340,1251.199134585550
1265.940184607590,1251.198594011700
1265.940198813730,1251.198053513010
1265.940213070740,1251.197513089490
1265.940227378590,1251.196972741140
1265.940241737270,1251.196432467990
1265.940256146760,1251.195892270030
1265.940270607040,1251.195352147260
1265.940285118090,1251.194812099710
1265.940299679890,1251.194272127370
1265.940314292430,1251.193732230260
1265.940328955680,1251.193192408380
1265.940343669640,1251.192652661740
1265.940358434280,1251.192112990340
1265.940373249570,1251.191573394200
1265.940388115500,1251.191033873330
1265.940403032060,1251.190494427720
1265.940417999230,1251.189955057390
1265.940433016970,1251.189415762350
1265.940448085290,1251.188876542600
1265.940463204160,1251.188337398160
1265.940478373560,1251.187798329020
1265.940493593470,1251.187259335210
1265.940508863870,1251.186720416710
1265.940524184750,1251.186181573550
1265.940539556090,1251.185642805720
1265.940554977860,1251.185104113250
1265.940570450060,1251.184565496130
1265.940585972650,1251.184026954380
1265.940601545630,1251.183488487980
1265.940617168960,1251.182950096990
1265.940632842650,1251.182411781360
1265.940648566660,1251.181873541140
1265.940664340980,1251.181335376320
1265.940680165590,1251.180797286910
1265.940696040470,1251.180259272910
1265.940711965600,1251.179721334340
1265.940727940970,1251.179183471210
1265.940743966540,1251.178645683520
1265.940760042320,1251.178107971270
1265.940776168280,1251.177566573580
1265.940792344390,1251.177025253700
1265.940808570650,1251.176487770960
1265.940824847020,1251.175950363680
1265.940841173500,1251.175413031890
1265.940857550070,1251.174875775590
1265.940873976700,1251.174338594780
1265.940890453370,1251.173801489470
1265.940906980080,1251.173264459680
1265.940922657970,1251.172727505390
1265.940936589580,1251.172190626640
1265.940953268500,1251.171653823410
1265.940969997370,1251.171117095730
1265.940986776170,1251.170580443600
1265.941003604880,1251.170043867020
1265.941020483490,1251.169507366000
1265.941037411970,1251.168970940560
1265.941054390310,1251.168434590700
1265.941071418490,1251.167898316430
1265.941088496490,1251.167362117750
1265.941105624290,1251.166825994670
1265.941122801870,1251.166289947200
1265.941140029210,1251.165753975360
1265.941157306310,1251.165218079140
1265.941174633120,1251.164682258550
1265.941192009650,1251.164146513610
1265.941209435860,1251.163610844310
1265.941226911750,1251.163075250680
1265.941244437280,1251.162539732710
1265.941262012460,1251.162004290410
1265.941279637250,1251.161468923790
1265.941297311640,1251.160933632860
1265.941315035600,1251.160398417630
1265.941332809120,1251.159863278110
1265.941350632180,1251.159328214290
1265.941368504770,1251.158793226200
1265.941386426850,1251.158258313830
1265.941404398430,1251.157723477200
1265.941422419470,1251.157188716310
1265.941440489950,1251.156654031170
1265.941458609870,1251.156119421800
1265.941476779200,1251.155584888190
1265.941494997910,1251.155050430360
1265.941513266000,1251.154516048300
1265.941531583450,1251.153981742040
1265.941549950230,1251.153447511580
1265.941568366330,1251.152913356920
1265.941586831730,1251.152379278080
1265.941605346410,1251.151845275060
1265.941623910350,1251.151311347870
1265.941642523540,1251.150777496510
1265.941661185940,1251.150243721010
1265.941679897550,1251.149710021350
1265.941698658350,1251.149169679840
1265.941717468320,1251.148636134970
1265.941736327440,1251.148102665970
1265.941755235690,1251.147569272850
1265.941774193050,1251.147035955610
1265.941793199510,1251.146502714260
1265.941812255040,1251.145969548810
1265.941831359620,1251.145436459260
1265.941850513250,1251.144903445640
1265.941867184190,1251.144370507930
1266.138624228790,1250.122333700250
1266.202529666770,1249.786220315600
1266.200613389480,1249.791336154070
1266.198690989110,1249.796519904400
1266.196767094530,1249.801735552390
1266.194839135880,1249.807014748160
1266.192908669340,1249.812335052520
1266.190974931780,1249.817710696840
1266.189039677760,1249.823136569670
1266.187102041780,1249.828612940340
1266.185162115150,1249.834139695270
1266.183220106490,1249.839712169420
1266.181275487600,1249.845344617690
1266.179330460690,1249.851018103130
1266.177381713300,1249.856751202210
1266.175434225190,1249.862521772450
1266.173482655080,1249.868361427600
1266.171532741710,1249.874233793770
1266.169578971960,1249.880175027970
1266.167626198360,1249.886149428780
1266.165671490350,1249.892188093070
1266.163717758790,1249.898269127980
1266.161762224730,1249.904406318920
1266.159807226850,1249.910594708860
1266.157852196430,1249.916834304710
1266.155897086850,1249.923125192620
1266.153942274900,1249.929462717150
1266.151987219830,1249.935860167730
1266.150034109260,1249.942300685340
1266.148079790760,1249.948801392100
1266.146129047180,1249.955340598800
1266.144176806550,1249.961948428930
1266.142228441780,1249.968590811130
1266.140278972630,1249.975301531280
1266.138332692050,1249.982047204290
1266.136387206870,1249.988854533030
1266.134444436480,1249.995706911690
1266.132503023730,1250.002616462160
1266.130564799590,1250.009577711960
1266.128629130140,1250.016590242430
1266.126696136590,1250.023654506980
1266.124766060150,1250.030766636390
1266.122838403540,1250.037938851450
1266.120915272350,1250.045154518530
1266.118993703610,1250.052430116230
1266.117077427810,1250.059745379120
1266.115163321230,1250.067128363340
1266.113255664710,1250.074547307120
1266.111349769460,1250.082030691300
1266.109450210550,1250.089557518030
1266.107553941980,1250.097144467790
1266.105663617790,1250.104774936140
1266.103777052120,1250.112460890000
1266.101896215290,1250.120198631470
1266.100020757210,1250.127988415680
1266.098150213580,1250.135829969810
1266.096286628170,1250.143719324380
1266.094427659900,1250.151668155960
1266.092575797270,1250.159660983720
1266.090728859650,1250.167713082880
1266.088889337900,1250.175805643010
1266.087055708240,1250.183965870480
1266.085231181650,1250.192161855950
1266.083411669310,1250.200421366600
1266.081601146180,1250.208724632770
1266.079797119070,1250.217087171350
1266.078002047080,1250.225493591420
1266.076213823630,1250.233954947670
1266.074434326210,1250.242467821590
1266.072663259370,1250.251032425750
1266.070900214140,1250.259648486210
1266.069147150050,1250.268312292240
1266.067401955080,1250.277034630350
1266.065667119540,1250.285801162420
1266.063940116720,1250.294625978000
1266.062225258650,1250.303491706150
1266.060517850540,1250.312423581200
1266.058823274950,1250.321391821950
1266.057136333690,1250.330422217380
1266.055461718920,1250.339496454330
1266.053796712830,1250.348628332390
1266.052143855760,1250.357804484580
1266.050501066810,1250.367035230680
1266.048870274090,1250.376316918640
1266.047251171920,1250.385649380770
1266.045643404360,1250.395032687890
1266.044049042030,1250.404463390290
1266.042465580280,1250.413951392850
1266.040895650470,1250.423480314490
1266.039337084790,1250.433069403980
1266.037793186100,1250.442699598200
1266.036260907610,1250.452394139730
1266.034744646020,1250.462125386920
1266.033239574700,1250.471916655180
1266.031750304760,1250.481751916260
1266.030273985970,1250.491644126880
1266.028813270660,1250.501580052570
1266.027366000290,1250.511569287220
1266.025933889410,1250.521608638380
1266.024516918020,1250.531697910550
1266.023114982100,1250.541837173320
1266.021729892560,1250.552023585380
1266.020359449620,1250.562266532510
1266.019006483290,1250.572549314500
1266.017667709000,1250.582894801310
1266.016348165930,1250.593277013270
1266.015042717190,1250.603720790220
1266.013756893520,1250.614202160430
1266.012485729320,1250.624742194320
1266.011233965910,1250.635325502700
1266.009998685670,1250.645964006700
1266.008781848320,1250.656645820330
1266.007583261010,1250.667379628980
1266.006402618640,1250.678162536980
1266.005240712790,1250.688994954010
1266.004097723870,1250.699876323760
1266.002975129210,1250.710803440690
1266.001870832190,1250.721785433860
1266.000787494710,1250.732807077670
1265.999722209730,1250.743889167640
1265.998679875800,1250.755008068090
1265.997655216650,1250.766186282240
1265.996653917010,1250.777402133960
1265.995670870280,1250.788674652390
1265.994710953130,1250.799989911380
1265.993771161390,1250.811358647860
1265.992853740500,1250.822770145720
1265.991958259190,1250.834232198380
1265.991084988930,1250.845742207370
1265.990234153030,1250.857297748720
1265.989405340650,1250.868906697540
1265.988601084590,1250.880557710460
